order_id,customer_id,product_id,order_date,quantity,unit_price,discount,shipping_cost,region,sales_channel,payment_method
O001978,C00409,P0017,2024-03-27,1,1003.97,0.0,24.24,Central,Online,Bank Transfer
O001979,C00172,P0031,2025-12-14,1,350.4,0.15,17.57,North,Online,Credit Card
O001980,C00303,P0059,2024-02-20,4,534.37,0.05,20.45,East,Online,Credit Card
O001981,C00924,P0077,2024-06-03,1,70.81,0.1,18.13,West,Partner,PayPal
O001982,C00730,P0077,2024-11-21,3,70.81,0.2,6.38,North,Online,Credit Card
O001983,C00583,P0064,2025-02-01,3,131.5,0.0,6.59,East,Online,Bank Transfer
O001984,C00088,P0047,2024-10-23,1,601.35,0.0,17.78,West,Online,Bank Transfer
O001985,C01068,P0076,2025-10-23,1,145.15,0.0,18.08,North,Partner,Credit Card
O001986,C00801,P0026,2024-10-23,1,141.49,0.05,9.36,West,Partner,Credit Card
O001987,C02125,P0064,2025-06-04,2,131.5,0.0,2.97,Central,Online,Bank Transfer
O001988,C00681,P0002,2025-01-18,2,1224.79,0.05,4.11,Central,Retail Store,PayPal
O001989,C01283,P0025,2025-11-29,2,27.18,0.0,11.44,East,Retail Store,Debit Card
O001990,C00857,P0021,2025-09-04,3,747.29,0.05,12.68,North,Online,Debit Card
O001991,C02040,P0061,2024-11-22,3,549.96,0.0,2.89,South,Partner,Debit Card
O001992,C00330,P0052,2024-12-23,2,120.9,0.0,3.12,South,Retail Store,Debit Card
O001993,C01511,P0074,2024-06-10,1,18.14,0.0,23.29,Central,Online,PayPal
O001994,C01682,P0028,2024-02-13,1,406.01,0.0,7.73,Central,Online,Bank Transfer
O001995,C01001,P0060,2025-11-15,3,227.84,0.0,21.1,North,Retail Store,Debit Card
O001996,C01216,P0086,2024-07-03,1,172.17,0.05,16.53,South,Online,PayPal
O001997,C00111,P0083,2025-11-15,2,64.02,0.0,7.52,South,Online,Credit Card
O001998,C02205,P0006,2024-02-14,1,877.9,0.1,18.35,West,Partner,Debit Card
O001999,C00644,P0009,2025-10-19,1,285.48,0.2,20.1,South,Online,Debit Card
O002000,C01525,P0038,2025-06-07,2,323.52,0.0,22.07,East,Retail Store,Debit Card
O002001,C02226,P0054,2025-07-02,2,289.95,0.05,4.84,East,Online,Credit Card
O002002,C02388,P0015,2025-06-27,1,959.82,0.1,9.46,West,Online,Bank Transfer
O002003,C01252,P0018,2025-11-20,1,159.0,0.2,12.45,East,Online,Bank Transfer
O002004,C02149,P0062,2024-09-07,3,692.95,0.1,16.85,East,Online,Bank Transfer
O002005,C01155,P0052,2024-11-14,3,120.9,0.0,7.4,West,Online,Debit Card
O002006,C00739,P0015,2025-09-17,1,959.82,0.05,4.19,East,Retail Store,Debit Card
O002007,C00750,P0003,2024-11-08,2,377.97,0.0,14.47,West,Online,PayPal
O002008,C00462,P0037,2025-05-12,5,147.84,0.1,4.53,West,Retail Store,Credit Card
O002009,C01829,P0020,2025-02-20,2,797.9,0.1,15.45,West,Partner,PayPal
O002010,C02158,P0013,2025-10-29,1,310.93,0.15,3.78,South,Online,Credit Card
O002011,C01770,P0055,2025-02-23,1,163.36,0.15,3.9,East,Retail Store,Credit Card
O002012,C01425,P0026,2024-06-14,2,141.49,0.0,22.14,Central,Online,Debit Card
O002013,C00016,P0042,2025-10-08,1,68.63,0.2,22.44,North,Online,Debit Card
O002014,C00963,P0071,2025-12-27,1,111.79,0.0,23.31,South,Online,Debit Card
O002015,C00701,P0085,2025-08-01,3,128.94,0.0,14.51,East,Online,Bank Transfer
O002016,C01771,P0021,2025-04-13,3,747.29,0.0,21.49,East,Partner,Debit Card
O002017,C00848,P0065,2025-09-16,4,179.07,0.15,7.33,Central,Retail Store,Debit Card
O002018,C01982,P0053,2024-03-26,2,316.62,0.15,6.48,Central,Online,Bank Transfer
O002019,C01864,P0014,2024-09-10,2,1303.2,0.0,2.52,East,Partner,Credit Card
O002020,C00305,P0025,2024-06-07,2,27.18,0.2,18.63,West,Online,Debit Card
O002021,C00625,P0013,2025-11-20,2,310.93,0.1,10.36,West,Retail Store,Debit Card
O002022,C00766,P0060,2025-09-06,3,227.84,0.0,18.44,East,Online,PayPal
O002023,C00082,P0052,2025-05-08,2,120.9,0.0,19.5,West,Retail Store,Bank Transfer
O002024,C01517,P0075,2024-06-20,1,44.45,0.1,8.07,West,Online,PayPal
O002025,C00308,P0080,2024-05-10,2,6.16,0.05,12.86,South,Partner,Credit Card
O002026,C02061,P0015,2024-12-26,5,959.82,0.05,14.67,North,Online,Debit Card
O002027,C01225,P0045,2025-11-07,2,149.31,0.15,18.28,East,Retail Store,Debit Card
O002028,C01544,P0048,2025-12-13,5,134.14,0.05,16.26,South,Online,Debit Card
O002029,C01450,P0074,2024-04-06,1,18.14,0.05,10.23,West,Online,Debit Card
O002030,C00916,P0078,2024-10-06,2,210.4,0.15,19.11,East,Retail Store,Bank Transfer
O002031,C00560,P0075,2025-09-14,1,44.45,0.0,19.71,West,Retail Store,Debit Card
O002032,C01688,P0055,2025-08-27,6,163.36,0.0,15.42,East,Online,Bank Transfer
O002033,C01624,P0063,2024-01-23,2,117.97,0.1,9.41,Central,Retail Store,Bank Transfer
O002034,C02040,P0033,2025-07-26,1,454.27,0.1,11.63,South,Partner,PayPal
O002035,C00309,P0066,2024-07-17,3,718.11,0.2,5.03,West,Online,PayPal
O002036,C01893,P0032,2024-10-22,3,175.67,0.1,7.14,Central,Partner,PayPal
O002037,C02382,P0069,2025-06-30,1,30.77,0.05,8.47,Central,Online,Credit Card
O002038,C01295,P0002,2025-09-11,1,1224.79,0.15,22.21,Central,Online,Bank Transfer
O002039,C01339,P0022,2024-05-01,3,910.71,0.0,24.13,North,Online,Debit Card
O002040,C00161,P0051,2025-02-13,1,320.03,0.1,21.4,South,Partner,Credit Card
O002041,C00734,P0035,2025-07-01,3,137.3,0.0,2.51,East,Online,Debit Card
O002042,C02211,P0074,2025-07-22,1,18.14,0.15,13.36,West,Retail Store,PayPal
O002043,C02216,P0071,2024-08-30,2,111.79,0.15,14.95,South,Online,Credit Card
O002044,C01704,P0031,2024-01-15,1,350.4,0.05,3.56,East,Retail Store,Credit Card
O002045,C00872,P0006,2025-11-26,1,877.9,0.05,4.79,South,Retail Store,Bank Transfer
O002046,C02444,P0046,2025-10-22,1,527.57,0.0,15.05,Central,Online,Credit Card
O002047,C02316,P0025,2025-03-24,5,27.18,0.15,12.22,North,Retail Store,PayPal
O002048,C02333,P0007,2025-05-29,3,787.65,0.15,14.44,West,Partner,Credit Card
O002049,C00664,P0054,2025-10-20,3,289.95,0.0,12.12,South,Online,Debit Card
O002050,C00504,P0007,2024-08-24,1,787.65,0.0,5.46,Central,Online,PayPal
O002051,C02439,P0006,2025-02-06,2,877.9,0.15,15.07,East,Online,Bank Transfer
O002052,C01642,P0048,2024-06-17,1,134.14,0.0,5.13,Central,Online,Debit Card
O002053,C01410,P0079,2025-09-03,2,95.49,0.05,19.78,Central,Online,Bank Transfer
O002054,C00755,P0024,2024-05-07,2,774.35,0.0,12.39,North,Online,PayPal
O002055,C00121,P0034,2025-05-25,1,186.26,0.05,17.91,Central,Online,PayPal
O002056,C01334,P0048,2025-09-03,1,134.14,0.05,21.58,Central,Online,Credit Card
O002057,C00950,P0069,2024-08-18,1,30.77,0.05,8.97,West,Retail Store,Debit Card
O002058,C01425,P0028,2024-04-14,1,406.01,0.2,2.57,Central,Partner,Credit Card
O002059,C01021,P0051,2024-05-10,2,320.03,0.0,23.41,West,Partner,Credit Card
O002060,C01935,P0031,2025-10-17,1,350.4,0.05,19.88,West,Online,Bank Transfer
O002061,C02196,P0083,2025-07-12,3,64.02,0.1,18.53,East,Online,PayPal
O002062,C01316,P0071,2024-11-28,1,111.79,0.1,17.83,West,Retail Store,Debit Card
O002063,C01419,P0018,2025-12-30,4,159.0,0.0,13.51,East,Online,PayPal
O002064,C00345,P0058,2024-03-09,1,524.63,0.0,10.67,East,Online,Credit Card
O002065,C02455,P0012,2024-09-21,2,436.24,0.0,19.71,East,Online,Debit Card
O002066,C00880,P0046,2024-05-24,1,527.57,0.2,5.02,South,Online,PayPal
O002067,C01890,P0016,2024-12-30,2,377.26,0.15,6.99,Central,Retail Store,Bank Transfer
O002068,C01186,P0078,2024-07-27,1,210.4,0.0,7.5,Central,Online,Credit Card
O002069,C00512,P0068,2024-08-10,2,236.64,0.2,7.89,East,Retail Store,Debit Card
O002070,C02135,P0077,2024-07-05,2,70.81,0.0,20.77,West,Online,Debit Card
O002071,C02281,P0009,2024-12-27,3,285.48,0.05,2.72,South,Online,Debit Card
O002072,C02273,P0056,2024-07-07,1,239.61,0.0,12.52,East,Online,Credit Card
O002073,C01253,P0053,2024-11-30,3,316.62,0.0,13.36,North,Partner,Debit Card
O002074,C02097,P0007,2024-04-13,2,787.65,0.2,17.93,East,Online,Bank Transfer
O002075,C00771,P0038,2024-10-12,4,323.52,0.05,12.46,North,Online,Bank Transfer
O002076,C01552,P0021,2025-08-29,3,747.29,0.1,7.55,West,Partner,PayPal
O002077,C01623,P0018,2025-08-24,2,159.0,0.0,8.39,East,Partner,Bank Transfer
O002078,C01399,P0007,2025-09-16,2,787.65,0.1,5.02,West,Retail Store,Credit Card
O002079,C02181,P0077,2025-07-21,1,70.81,0.0,21.23,South,Online,Debit Card
O002080,C01395,P0021,2024-04-07,3,747.29,0.1,22.85,South,Online,PayPal
O002081,C00698,P0084,2024-10-28,1,185.31,0.15,16.43,East,Partner,PayPal
O002082,C01876,P0075,2025-01-14,2,44.45,0.1,21.04,East,Partner,PayPal
O002083,C02009,P0043,2025-10-12,3,255.64,0.0,23.77,North,Retail Store,Debit Card
O002084,C00456,P0076,2024-02-22,1,145.15,0.0,18.95,East,Online,Bank Transfer
O002085,C02496,P0085,2025-11-09,3,128.94,0.2,9.23,East,Online,Debit Card
O002086,C02214,P0025,2025-10-16,2,27.18,0.2,12.9,Central,Online,Credit Card
O002087,C01345,P0075,2025-06-25,1,44.45,0.0,20.27,West,Partner,Credit Card
O002088,C00845,P0055,2025-05-23,3,163.36,0.0,24.6,North,Online,Bank Transfer
O002089,C00430,P0011,2024-07-05,3,620.88,0.15,19.42,North,Online,PayPal
O002090,C02197,P0015,2024-03-24,2,959.82,0.1,21.27,East,Partner,Bank Transfer
O002091,C00327,P0036,2024-12-10,2,250.91,0.2,21.25,East,Online,Debit Card
O002092,C01824,P0060,2025-08-13,1,227.84,0.0,23.3,West,Online,Bank Transfer
O002093,C02397,P0027,2024-08-14,3,319.74,0.0,19.25,North,Online,PayPal
O002094,C02206,P0003,2025-04-20,5,377.97,0.0,6.89,Central,Retail Store,PayPal
O002095,C01617,P0003,2024-05-04,1,377.97,0.0,2.73,Central,Retail Store,Credit Card
O002096,C02182,P0017,2025-08-10,6,1003.97,0.0,10.37,South,Online,PayPal
O002097,C00997,P0055,2024-02-13,2,163.36,0.15,21.75,Central,Online,Credit Card
O002098,C00504,P0006,2024-10-17,1,877.9,0.0,7.15,Central,Online,Bank Transfer
O002099,C00286,P0044,2025-12-14,3,236.62,0.1,19.54,North,Online,Bank Transfer
O002100,C00573,P0057,2024-03-21,1,363.62,0.0,15.29,East,Online,Bank Transfer
O002101,C00857,P0046,2024-09-04,3,527.57,0.0,14.75,North,Retail Store,PayPal
O002102,C01763,P0012,2025-01-10,2,436.24,0.0,4.43,North,Online,Debit Card
O002103,C01370,P0050,2025-01-19,1,668.03,0.05,10.3,South,Online,PayPal
O002104,C00474,P0013,2025-01-23,1,310.93,0.05,17.35,Central,Partner,Credit Card
O002105,C02082,P0031,2025-04-27,2,350.4,0.05,14.76,North,Online,Debit Card
O002106,C01728,P0084,2025-01-22,1,185.31,0.0,6.48,Central,Partner,PayPal
O002107,C00337,P0049,2024-09-18,1,63.33,0.2,4.22,Central,Retail Store,Bank Transfer
O002108,C00430,P0080,2025-12-14,2,6.16,0.0,10.03,North,Retail Store,Debit Card
O002109,C01228,P0053,2024-09-28,1,316.62,0.0,6.75,South,Partner,Credit Card
O002110,C02295,P0070,2024-01-02,1,123.58,0.0,13.45,North,Online,Debit Card
O002111,C00855,P0055,2024-05-17,5,163.36,0.1,16.76,South,Partner,PayPal
O002112,C01109,P0059,2024-04-28,2,534.37,0.1,20.37,West,Online,PayPal
O002113,C00089,P0074,2025-02-25,2,18.14,0.0,8.35,Central,Online,Bank Transfer
O002114,C02486,P0081,2025-12-09,4,51.36,0.1,23.62,Central,Online,PayPal
O002115,C02086,P0059,2024-10-03,4,534.37,0.2,21.75,East,Partner,Credit Card
O002116,C00972,P0043,2025-07-04,3,255.64,0.05,5.27,Central,Online,Bank Transfer
O002117,C01090,P0026,2024-01-22,2,141.49,0.05,20.25,South,Retail Store,Credit Card
O002118,C01572,P0035,2024-02-05,1,137.3,0.0,13.91,North,Online,Credit Card
O002119,C00842,P0071,2025-04-26,2,111.79,0.15,18.98,West,Online,Debit Card
O002120,C00879,P0052,2024-10-17,3,120.9,0.05,4.62,North,Online,PayPal
O002121,C00035,P0078,2024-01-13,2,210.4,0.0,6.84,Central,Partner,PayPal
O002122,C01717,P0003,2024-07-09,2,377.97,0.05,20.22,North,Online,PayPal
O002123,C00162,P0034,2024-03-10,2,186.26,0.0,22.62,West,Partner,Debit Card
O002124,C00143,P0084,2024-12-30,2,185.31,0.0,3.99,East,Online,PayPal
O002125,C00232,P0064,2025-12-07,2,131.5,0.15,6.09,East,Online,Debit Card
O002126,C01521,P0031,2025-07-18,2,350.4,0.0,4.72,North,Retail Store,PayPal
O002127,C00592,P0019,2024-10-10,2,530.25,0.05,5.9,West,Online,Bank Transfer
O002128,C01597,P0033,2025-08-11,1,454.27,0.0,24.82,South,Online,Credit Card
O002129,C01223,P0019,2024-07-08,1,530.25,0.0,6.38,East,Retail Store,Debit Card
O002130,C00409,P0014,2025-06-30,3,1303.2,0.0,11.11,Central,Online,PayPal
O002131,C01768,P0013,2025-12-05,1,310.93,0.0,14.79,East,Online,Debit Card
O002132,C01838,P0084,2024-06-22,1,185.31,0.0,15.88,South,Retail Store,Credit Card
O002133,C00969,P0051,2025-02-28,3,320.03,0.0,11.71,East,Online,Debit Card
O002134,C02228,P0075,2024-02-01,1,44.45,0.05,3.18,West,Online,PayPal
O002135,C00393,P0064,2024-09-06,1,131.5,0.2,3.08,South,Online,Credit Card
O002136,C01890,P0028,2025-09-22,2,406.01,0.0,17.22,Central,Retail Store,Credit Card
O002137,C00704,P0021,2024-04-05,1,747.29,0.1,19.22,North,Retail Store,Credit Card
O002138,C01936,P0010,2025-11-01,1,366.28,0.0,20.6,Central,Online,Credit Card
O002139,C01040,P0041,2025-12-27,3,93.16,0.15,24.97,South,Online,Credit Card
O002140,C00455,P0073,2024-06-20,2,162.4,0.0,12.73,North,Online,Credit Card
O002141,C01255,P0032,2025-02-20,1,175.67,0.0,9.1,West,Retail Store,PayPal
O002142,C00540,P0024,2025-01-04,1,774.35,0.15,10.2,North,Online,Debit Card
O002143,C00880,P0076,2024-10-03,3,145.15,0.0,15.63,South,Partner,Credit Card
O002144,C01250,P0058,2025-04-30,4,524.63,0.05,17.67,West,Retail Store,Debit Card
O002145,C01724,P0083,2025-10-02,1,64.02,0.0,13.08,North,Online,Debit Card
O002146,C00324,P0084,2025-04-21,2,185.31,0.0,24.34,South,Retail Store,Credit Card
O002147,C00549,P0035,2024-12-19,3,137.3,0.0,5.02,East,Online,PayPal
O002148,C00152,P0017,2024-04-18,1,1003.97,0.15,6.34,South,Online,Credit Card
O002149,C01761,P0070,2025-02-18,6,123.58,0.15,8.24,East,Online,Bank Transfer
O002150,C02278,P0055,2025-06-10,2,163.36,0.0,24.98,East,Online,Bank Transfer
O002151,C00040,P0065,2025-06-22,1,179.07,0.05,12.36,East,Online,Debit Card
O002152,C02284,P0012,2025-08-01,1,436.24,0.0,4.43,North,Online,Debit Card
O002153,C01232,P0006,2024-02-21,1,877.9,0.15,11.34,South,Retail Store,Debit Card
O002154,C00524,P0026,2024-11-29,5,141.49,0.0,8.58,Central,Online,Bank Transfer
O002155,C00161,P0065,2024-06-10,1,179.07,0.1,9.67,South,Partner,Bank Transfer
O002156,C01769,P0024,2024-05-31,3,774.35,0.0,6.98,South,Online,Debit Card
O002157,C02014,P0088,2024-05-31,4,89.32,0.0,22.27,North,Partner,Credit Card
O002158,C00893,P0001,2024-03-03,1,171.14,0.1,20.35,Central,Online,Debit Card
O002159,C01652,P0059,2024-09-02,2,534.37,0.1,5.23,South,Online,Credit Card
O002160,C00488,P0052,2024-01-03,1,120.9,0.2,15.27,South,Partner,Bank Transfer
O002161,C00624,P0031,2024-05-22,2,350.4,0.0,19.15,East,Partner,Bank Transfer
O002162,C00184,P0050,2024-01-10,2,668.03,0.15,23.71,Central,Online,Credit Card
O002163,C02244,P0055,2025-05-06,6,163.36,0.05,3.02,Central,Online,Credit Card
O002164,C02445,P0076,2025-06-11,1,145.15,0.0,22.53,East,Online,Credit Card
O002165,C01001,P0058,2024-03-25,4,524.63,0.1,4.58,North,Partner,PayPal
O002166,C02475,P0072,2025-10-23,1,12.41,0.0,19.58,East,Online,Debit Card
O002167,C01266,P0020,2024-01-19,1,797.9,0.0,4.04,North,Retail Store,Credit Card
O002168,C00834,P0042,2024-09-01,1,68.63,0.05,10.94,North,Online,PayPal
O002169,C02355,P0078,2025-09-03,1,210.4,0.1,21.92,West,Partner,PayPal
O002170,C01770,P0057,2024-05-31,3,363.62,0.0,8.51,East,Online,Debit Card
O002171,C00066,P0018,2025-12-24,3,159.0,0.0,23.21,East,Retail Store,Debit Card
O002172,C00912,P0066,2025-04-02,2,718.11,0.2,5.86,South,Online,Credit Card
O002173,C01602,P0019,2024-02-04,2,530.25,0.1,8.4,South,Partner,Bank Transfer
O002174,C01331,P0018,2025-04-23,1,159.0,0.0,11.76,East,Retail Store,Debit Card
O002175,C00655,P0029,2024-12-18,6,306.49,0.0,6.09,East,Online,Credit Card
O002176,C00388,P0072,2024-05-22,2,12.41,0.0,17.95,North,Online,Credit Card
O002177,C00285,P0081,2024-06-29,3,51.36,0.0,8.95,East,Online,Credit Card
O002178,C01629,P0015,2024-02-02,1,959.82,0.1,8.45,North,Online,Credit Card
O002179,C01673,P0004,2024-02-25,1,778.99,0.1,12.81,Central,Online,Debit Card
O002180,C00122,P0012,2024-06-28,1,436.24,0.0,4.04,Central,Online,Bank Transfer
O002181,C00367,P0017,2024-01-31,2,1003.97,0.0,2.76,Central,Partner,PayPal
O002182,C01759,P0056,2024-11-28,1,239.61,0.2,9.52,North,Retail Store,PayPal
O002183,C00189,P0040,2025-11-01,1,255.42,0.0,24.72,East,Partner,Bank Transfer
O002184,C01229,P0050,2024-01-26,1,668.03,0.0,10.73,Central,Online,Credit Card
O002185,C00840,P0040,2025-05-18,3,255.42,0.0,4.37,West,Online,Bank Transfer
O002186,C01679,P0069,2024-06-22,1,30.77,0.0,21.09,North,Retail Store,Debit Card
O002187,C00751,P0051,2025-04-08,6,320.03,0.1,18.33,North,Online,Bank Transfer
O002188,C01587,P0045,2025-12-16,3,149.31,0.0,24.63,West,Partner,PayPal
O002189,C01811,P0053,2025-07-12,2,316.62,0.2,13.15,West,Retail Store,PayPal
O002190,C00330,P0085,2024-06-12,2,128.94,0.15,3.32,South,Online,Credit Card
O002191,C00446,P0066,2024-11-06,2,718.11,0.05,5.32,Central,Partner,Debit Card
O002192,C01283,P0035,2024-08-02,1,137.3,0.0,14.82,East,Retail Store,Bank Transfer
O002193,C00453,P0020,2024-03-29,1,797.9,0.15,16.1,East,Online,PayPal
O002194,C01460,P0021,2024-12-31,1,747.29,0.2,17.35,West,Online,Bank Transfer
O002195,C01133,P0037,2025-10-20,3,147.84,0.2,19.92,North,Online,Bank Transfer
O002196,C02240,P0071,2024-03-23,2,111.79,0.05,7.75,South,Online,Bank Transfer
O002197,C00924,P0044,2025-11-24,2,236.62,0.0,18.79,West,Online,Debit Card
O002198,C02164,P0067,2024-10-10,2,435.6,0.05,11.62,Central,Online,Bank Transfer
O002199,C00075,P0045,2024-04-10,3,149.31,0.0,20.84,West,Online,Debit Card
O002200,C01520,P0040,2024-07-19,2,255.42,0.0,8.06,Central,Online,Debit Card
O002201,C00121,P0016,2025-12-26,1,377.26,0.0,2.59,Central,Retail Store,Bank Transfer
O002202,C00982,P0064,2024-05-25,1,131.5,0.15,3.69,West,Retail Store,Bank Transfer
O002203,C00240,P0026,2024-06-16,1,141.49,0.15,14.89,North,Online,Bank Transfer
O002204,C02426,P0080,2025-09-10,4,6.16,0.0,3.23,Central,Online,PayPal
O002205,C00055,P0027,2024-10-31,4,319.74,0.05,4.91,West,Retail Store,Debit Card
O002206,C02034,P0013,2025-08-26,3,310.93,0.2,3.53,Central,Retail Store,Bank Transfer
O002207,C00430,P0081,2025-02-01,4,51.36,0.0,17.88,North,Retail Store,PayPal
O002208,C00209,P0065,2024-09-21,1,179.07,0.15,20.98,North,Online,Bank Transfer
O002209,C01347,P0047,2024-01-10,2,601.35,0.0,10.17,South,Online,Bank Transfer
O002210,C01384,P0068,2024-06-18,3,236.64,0.0,15.06,South,Online,Debit Card
O002211,C01818,P0067,2024-01-04,2,435.6,0.2,18.59,West,Online,Credit Card
O002212,C01917,P0015,2025-03-01,1,959.82,0.0,20.03,Central,Online,Credit Card
O002213,C01926,P0020,2024-05-12,4,797.9,0.15,8.15,North,Online,Bank Transfer
O002214,C02009,P0016,2025-07-02,1,377.26,0.0,12.57,North,Retail Store,Credit Card
O002215,C01718,P0072,2024-04-18,4,12.41,0.0,14.81,West,Online,PayPal
O002216,C02249,P0047,2024-12-26,2,601.35,0.1,17.15,West,Online,Debit Card
O002217,C01201,P0025,2024-05-18,1,27.18,0.05,24.33,West,Partner,Debit Card
O002218,C00498,P0051,2025-08-22,1,320.03,0.05,14.91,North,Retail Store,Bank Transfer
O002219,C01868,P0034,2025-02-11,2,186.26,0.0,17.85,North,Online,Bank Transfer
O002220,C01461,P0009,2025-03-23,2,285.48,0.0,18.18,East,Online,PayPal
O002221,C00582,P0012,2024-11-25,1,436.24,0.0,21.03,Central,Retail Store,PayPal
O002222,C01591,P0010,2024-01-05,2,366.28,0.0,3.54,West,Online,PayPal
O002223,C02141,P0034,2024-06-09,1,186.26,0.0,16.45,Central,Retail Store,Credit Card
O002224,C00910,P0074,2024-05-20,1,18.14,0.2,7.46,South,Online,Credit Card
O002225,C00042,P0039,2024-04-19,3,393.4,0.1,20.82,East,Retail Store,Credit Card
O002226,C01296,P0030,2024-02-17,1,490.45,0.0,13.22,South,Partner,Bank Transfer
O002227,C01494,P0071,2025-02-01,2,111.79,0.05,7.7,North,Retail Store,Debit Card
O002228,C01352,P0030,2024-11-13,2,490.45,0.0,20.95,East,Online,Credit Card
O002229,C01132,P0064,2025-03-06,1,131.5,0.0,21.75,East,Online,Bank Transfer
O002230,C00501,P0041,2025-04-28,1,93.16,0.0,5.58,West,Online,Credit Card
O002231,C00313,P0058,2025-05-19,1,524.63,0.0,19.71,North,Online,PayPal
O002232,C02039,P0065,2024-04-10,1,179.07,0.0,19.65,South,Online,Credit Card
O002233,C02452,P0060,2024-06-13,1,227.84,0.05,20.2,Central,Online,PayPal
O002234,C01783,P0048,2024-10-13,2,134.14,0.05,10.56,East,Online,Credit Card
O002235,C01809,P0014,2024-01-28,2,1303.2,0.0,5.26,North,Retail Store,Bank Transfer
O002236,C01574,P0034,2025-10-29,2,186.26,0.15,17.45,Central,Retail Store,Bank Transfer
O002237,C00251,P0028,2024-04-10,2,406.01,0.0,19.97,South,Partner,Credit Card
O002238,C01812,P0038,2024-03-15,3,323.52,0.1,17.61,West,Retail Store,Bank Transfer
O002239,C01571,P0007,2024-06-14,2,787.65,0.0,17.92,East,Online,Bank Transfer
O002240,C01650,P0019,2025-04-06,1,530.25,0.1,12.6,West,Retail Store,Credit Card
O002241,C01756,P0033,2024-05-19,1,454.27,0.15,5.74,Central,Partner,Debit Card
O002242,C00277,P0027,2024-12-12,1,319.74,0.1,13.21,West,Partner,Bank Transfer
O002243,C00567,P0046,2025-09-10,1,527.57,0.1,16.17,East,Online,Bank Transfer
O002244,C01665,P0086,2025-12-11,1,172.17,0.0,15.8,Central,Online,Bank Transfer
O002245,C00958,P0023,2024-02-28,2,485.17,0.2,8.34,North,Online,Debit Card
O002246,C01421,P0004,2025-12-04,2,778.99,0.2,13.17,South,Retail Store,Debit Card
O002247,C02367,P0054,2024-03-26,5,289.95,0.0,12.15,North,Online,Bank Transfer
O002248,C01055,P0002,2024-11-17,1,1224.79,0.15,12.63,Central,Retail Store,Bank Transfer
O002249,C01941,P0065,2025-09-01,4,179.07,0.05,8.23,North,Retail Store,PayPal
O002250,C01788,P0010,2025-08-23,3,366.28,0.0,5.81,West,Online,PayPal
O002251,C00742,P0062,2024-08-03,4,692.95,0.15,18.89,South,Retail Store,Bank Transfer
O002252,C00739,P0008,2025-12-24,1,967.68,0.15,4.89,East,Online,Credit Card
O002253,C00308,P0060,2025-01-14,2,227.84,0.05,24.3,South,Online,Credit Card
O002254,C00437,P0055,2024-06-17,1,163.36,0.0,5.07,North,Online,PayPal
O002255,C01099,P0071,2025-02-17,2,111.79,0.0,23.65,West,Online,Debit Card
O002256,C01741,P0075,2024-01-09,1,44.45,0.2,3.17,Central,Retail Store,Debit Card
O002257,C00739,P0053,2025-08-05,3,316.62,0.0,6.65,East,Online,PayPal
O002258,C01629,P0035,2025-05-22,3,137.3,0.0,22.04,North,Online,Credit Card
O002259,C01846,P0060,2024-01-20,4,227.84,0.2,23.29,South,Partner,Bank Transfer
O002260,C01826,P0006,2024-12-16,2,877.9,0.0,7.2,East,Online,Debit Card
O002261,C01693,P0059,2024-07-06,1,534.37,0.0,21.69,East,Online,Debit Card
O002262,C01805,P0021,2025-07-30,1,747.29,0.05,23.11,South,Online,Debit Card
O002263,C00022,P0070,2024-08-15,5,123.58,0.0,8.35,North,Retail Store,PayPal
O002264,C00641,P0045,2025-09-22,3,149.31,0.2,4.95,North,Partner,PayPal
O002265,C02473,P0029,2025-09-11,1,306.49,0.05,6.55,Central,Retail Store,Bank Transfer
O002266,C00357,P0021,2025-08-09,1,747.29,0.05,9.22,North,Online,Credit Card
O002267,C02307,P0055,2024-03-01,1,163.36,0.05,11.39,North,Retail Store,Bank Transfer
O002268,C01357,P0022,2025-04-09,4,910.71,0.1,24.49,Central,Retail Store,PayPal
O002269,C02409,P0063,2024-09-28,2,117.97,0.15,12.68,Central,Online,Credit Card
O002270,C00003,P0065,2025-07-13,2,179.07,0.2,24.86,West,Online,Bank Transfer
O002271,C01691,P0003,2024-06-22,1,377.97,0.0,15.21,North,Retail Store,Credit Card
O002272,C00704,P0077,2024-02-17,1,70.81,0.2,19.97,North,Online,PayPal
O002273,C01226,P0031,2025-09-26,1,350.4,0.0,15.66,West,Online,Credit Card
O002274,C00711,P0021,2024-12-22,5,747.29,0.0,24.04,West,Online,Credit Card
O002275,C01003,P0046,2024-03-09,1,527.57,0.2,10.24,Central,Online,PayPal
O002276,C00244,P0015,2025-09-25,4,959.82,0.0,9.89,South,Partner,PayPal
O002277,C00137,P0029,2025-02-18,2,306.49,0.2,18.14,East,Online,PayPal
O002278,C00853,P0080,2024-07-17,3,6.16,0.0,9.13,South,Online,Debit Card
O002279,C01009,P0051,2024-06-16,2,320.03,0.0,10.3,South,Online,Credit Card
O002280,C02206,P0083,2024-08-24,1,64.02,0.2,19.43,Central,Partner,PayPal
O002281,C00371,P0021,2025-08-16,1,747.29,0.2,9.54,North,Online,Bank Transfer
O002282,C02463,P0079,2024-05-17,5,95.49,0.0,11.53,West,Online,Bank Transfer
O002283,C00309,P0062,2025-04-15,1,692.95,0.0,22.89,West,Online,Credit Card
O002284,C01573,P0024,2025-09-01,3,774.35,0.0,22.79,West,Retail Store,Debit Card
