order_id,customer_id,product_id,order_date,quantity,unit_price,discount,shipping_cost,region,sales_channel,payment_method,gross_sales,discount_amount,net_sales,estimated_cost,gross_profit,profit_margin,order_month
O002512,C01547,P0063,2024-11-02,6,117.97,0.0,16.9,Central,Online,Bank Transfer,707.8199999999999,0.0,707.8199999999999,507.18,183.73999999999992,0.2595857703936028,2024-11
O002513,C00913,P0074,2024-09-14,2,18.14,0.0,5.66,West,Online,Credit Card,36.28,0.0,36.28,27.7,2.9200000000000017,0.08048511576626245,2024-09
O002514,C01771,P0001,2024-06-21,3,171.14,0.0,20.53,East,Online,Credit Card,513.42,0.0,513.42,333.42,159.46999999999994,0.31060340461999913,2024-06
O002515,C00369,P0046,2025-06-27,2,527.57,0.2,16.24,North,Online,PayPal,1055.14,211.02800000000002,844.1120000000001,654.98,172.89200000000005,0.20482116117292495,2025-06
O002516,C00072,P0060,2024-07-14,3,227.84,0.0,15.18,North,Online,Credit Card,683.52,0.0,683.52,329.90999999999997,338.43,0.49512816011235955,2024-07
O002517,C01803,P0086,2025-04-15,2,172.17,0.1,16.22,South,Online,PayPal,344.34,34.434,309.90599999999995,199.82,93.86599999999996,0.3028853910540615,2025-04
O002518,C00466,P0085,2024-11-12,1,128.94,0.05,7.03,South,Retail Store,Debit Card,128.94,6.447,122.493,84.92,30.542999999999992,0.24934486052264207,2024-11
O002519,C02052,P0067,2024-05-12,3,435.6,0.0,18.17,East,Retail Store,Bank Transfer,1306.8000000000002,0.0,1306.8000000000002,825.6299999999999,463.0000000000003,0.354300581573309,2024-05
O002520,C01133,P0014,2025-08-07,2,1303.2,0.0,6.29,North,Retail Store,Debit Card,2606.4,0.0,2606.4,1691.42,908.69,0.34863796807857583,2025-08
O002521,C01759,P0004,2025-10-20,1,778.99,0.1,6.23,North,Online,PayPal,778.99,77.899,701.091,467.53,227.33100000000005,0.32425319965596483,2025-10
O002522,C01721,P0062,2024-10-26,4,692.95,0.0,6.83,North,Online,Bank Transfer,2771.8,0.0,2771.8,1380.16,1384.8100000000002,0.4996067537340357,2024-10
O002523,C00011,P0050,2025-02-16,1,668.03,0.1,10.86,North,Online,Credit Card,668.03,66.803,601.227,357.21,233.15699999999998,0.3878019450224291,2025-02
O002524,C02170,P0012,2025-04-24,2,436.24,0.0,22.44,South,Online,Debit Card,872.48,0.0,872.48,524.52,325.52000000000004,0.3730973775903173,2025-04
O002525,C01482,P0044,2025-07-30,1,236.62,0.1,23.51,North,Online,Credit Card,236.62,23.662000000000003,212.958,158.99,30.457999999999988,0.14302350698259744,2025-07
O002526,C00626,P0031,2024-05-16,2,350.4,0.0,5.18,South,Online,Bank Transfer,700.8,0.0,700.8,468.8,226.81999999999994,0.3236586757990867,2024-05
O002527,C02059,P0075,2024-01-28,6,44.45,0.0,3.31,West,Online,Credit Card,266.70000000000005,0.0,266.70000000000005,173.64000000000001,89.75000000000003,0.33652043494563183,2024-01
O002528,C01755,P0041,2024-10-06,4,93.16,0.15,3.75,Central,Online,Bank Transfer,372.64,55.895999999999994,316.74399999999997,206.52,106.47399999999996,0.33615159245321136,2024-10
O002529,C02262,P0036,2025-04-22,6,250.91,0.1,4.09,West,Online,PayPal,1505.46,150.54600000000002,1354.914,877.8000000000001,473.02399999999994,0.34911736095427454,2025-04
O002530,C01824,P0054,2025-05-23,1,289.95,0.0,24.75,West,Online,Credit Card,289.95,0.0,289.95,144.05,121.14999999999998,0.4178306604586997,2025-05
O002531,C02231,P0070,2025-10-01,2,123.58,0.2,12.91,West,Online,Debit Card,247.16,49.432,197.728,183.4,1.4180000000000028,0.0071714678750607035,2025-10
O002532,C00272,P0046,2025-08-20,1,527.57,0.05,10.82,Central,Retail Store,PayPal,527.57,26.378500000000003,501.1915,327.49,162.88150000000002,0.32498855227991696,2025-08
O002533,C02493,P0081,2025-02-03,1,51.36,0.2,14.89,West,Online,PayPal,51.36,10.272,41.088,37.84,-11.642000000000003,-0.28334306853582564,2025-02
O002534,C01816,P0053,2024-07-29,2,316.62,0.2,17.92,Central,Online,Credit Card,633.24,126.64800000000001,506.592,455.84,32.83200000000001,0.06480955088118251,2024-07
O002535,C01633,P0011,2024-06-03,1,620.88,0.05,5.08,West,Retail Store,Debit Card,620.88,31.044,589.836,400.39,184.366,0.3125716300802257,2024-06
O002536,C02469,P0004,2025-10-09,3,778.99,0.15,5.98,East,Online,Credit Card,2336.9700000000003,350.5455,1986.4245000000003,1402.59,577.8545000000004,0.2909018188207004,2025-10
O002537,C02323,P0083,2025-07-06,2,64.02,0.05,13.99,West,Retail Store,Credit Card,128.04,6.402,121.63799999999999,71.06,36.58799999999999,0.3007941597198243,2025-07
O002538,C00549,P0004,2025-10-26,3,778.99,0.0,18.59,East,Partner,Bank Transfer,2336.9700000000003,0.0,2336.9700000000003,1402.59,915.7900000000003,0.3918706701412514,2025-10
O002539,C02442,P0005,2024-05-01,1,916.2,0.1,20.04,East,Online,Bank Transfer,916.2,91.62,824.58,614.55,189.9900000000001,0.2304082078148877,2024-05
O002540,C02415,P0072,2024-05-27,1,12.41,0.1,8.69,East,Partner,Debit Card,12.41,1.241,11.169,8.4,-5.920999999999999,-0.5301280329483391,2024-05
O002541,C02095,P0085,2025-03-23,2,128.94,0.1,7.96,South,Partner,Credit Card,257.88,25.788,232.09199999999998,169.84,54.29199999999998,0.2339244782241524,2025-03
O002542,C01296,P0006,2025-03-06,2,877.9,0.05,21.9,South,Online,Bank Transfer,1755.8,87.79,1668.01,1038.12,607.9900000000001,0.36450021282846035,2025-03
O002543,C00923,P0025,2024-12-12,1,27.18,0.05,12.45,Central,Online,Bank Transfer,27.18,1.359,25.820999999999998,15.99,-2.6190000000000015,-0.10142906936214716,2024-12
O002544,C00416,P0022,2025-11-04,4,910.71,0.0,10.16,East,Online,PayPal,3642.84,0.0,3642.84,2583.8,1048.8799999999999,0.28792919809818707,2025-11
O002545,C00175,P0088,2024-11-21,2,89.32,0.0,14.31,West,Online,Credit Card,178.64,0.0,178.64,116.02,48.30999999999999,0.27043215405284365,2024-11
O002546,C02472,P0087,2024-08-15,2,50.59,0.15,3.51,Central,Retail Store,PayPal,101.18,15.177,86.00300000000001,66.84,15.653000000000011,0.18200527888562038,2024-08
O002547,C01506,P0066,2025-07-04,1,718.11,0.0,22.47,East,Online,PayPal,718.11,0.0,718.11,379.24,316.4,0.44060102212752916,2025-07
O002548,C00211,P0084,2025-12-19,1,185.31,0.0,21.64,East,Partner,PayPal,185.31,0.0,185.31,129.17,34.500000000000014,0.18617451837461557,2025-12
O002549,C00813,P0052,2025-07-02,6,120.9,0.0,20.93,North,Online,Bank Transfer,725.4000000000001,0.0,725.4000000000001,503.82,200.6500000000001,0.2766060104769783,2025-07
O002550,C02187,P0078,2024-03-17,3,210.4,0.1,16.4,Central,Retail Store,Bank Transfer,631.2,63.120000000000005,568.08,381.06,170.62000000000003,0.3003450218279116,2024-03
O002551,C02203,P0007,2024-05-25,1,787.65,0.0,10.54,East,Retail Store,PayPal,787.65,0.0,787.65,605.75,171.35999999999999,0.21755856027423345,2024-05
O002552,C02099,P0038,2024-09-26,1,323.52,0.05,3.06,West,Online,PayPal,323.52,16.176,307.344,167.43,136.85399999999998,0.44527955645791034,2024-09
O002553,C00950,P0055,2025-03-13,5,163.36,0.2,7.4,West,Online,Bank Transfer,816.8000000000001,163.36,653.44,595.0,51.040000000000056,0.07810969637610193,2025-03
O002554,C00552,P0079,2024-11-22,2,95.49,0.2,22.04,Central,Online,Debit Card,190.98,38.196,152.784,123.2,7.54399999999999,0.0493768981045135,2024-11
O002555,C01455,P0075,2025-05-25,1,44.45,0.15,17.41,North,Partner,Debit Card,44.45,6.6675,37.7825,28.94,-8.567500000000003,-0.22675841990339451,2025-05
O002556,C00957,P0014,2025-06-05,1,1303.2,0.1,18.49,East,Retail Store,Debit Card,1303.2,130.32000000000002,1172.88,845.71,308.68000000000006,0.2631812291112476,2025-06
O002557,C00560,P0073,2024-03-31,1,162.4,0.0,16.96,West,Partner,PayPal,162.4,0.0,162.4,118.0,27.440000000000005,0.16896551724137934,2024-03
O002558,C00929,P0030,2024-06-28,1,490.45,0.05,4.05,West,Partner,PayPal,490.45,24.5225,465.9275,279.56,182.3175,0.39130014862827367,2024-06
O002559,C01422,P0081,2024-09-17,2,51.36,0.1,3.04,East,Online,Bank Transfer,102.72,10.272,92.448,75.68,13.727999999999987,0.14849428868120446,2024-09
O002560,C01912,P0027,2024-11-03,1,319.74,0.05,11.25,Central,Retail Store,PayPal,319.74,15.987000000000002,303.753,170.73,121.773,0.40089480597722493,2024-11
O002561,C00502,P0045,2025-10-09,2,149.31,0.1,23.24,East,Online,Credit Card,298.62,29.862000000000002,268.758,180.26,65.258,0.24281323718735814,2025-10
O002562,C01995,P0035,2025-09-16,1,137.3,0.0,2.8,West,Online,PayPal,137.3,0.0,137.3,99.17,35.33000000000001,0.25731973780043704,2025-09
O002563,C00662,P0022,2024-03-19,2,910.71,0.0,17.02,Central,Online,Credit Card,1821.42,0.0,1821.42,1291.9,512.5,0.281373873131952,2024-03
O002564,C01175,P0013,2024-08-21,3,310.93,0.0,11.2,West,Retail Store,Bank Transfer,932.79,0.0,932.79,712.74,208.84999999999997,0.22389819787947982,2024-08
O002565,C00240,P0076,2024-09-18,3,145.15,0.0,8.98,North,Retail Store,Bank Transfer,435.45000000000005,0.0,435.45000000000005,297.12,129.35000000000005,0.29704902973935016,2024-09
O002566,C00527,P0076,2024-05-08,2,145.15,0.0,24.35,East,Retail Store,Debit Card,290.3,0.0,290.3,198.08,67.87,0.23379262831553566,2024-05
O002567,C00118,P0020,2025-03-10,5,797.9,0.15,15.44,North,Online,Credit Card,3989.5,598.425,3391.075,3058.8999999999996,316.7350000000002,0.09340253459448705,2025-03
O002568,C02397,P0050,2025-12-25,3,668.03,0.0,11.85,North,Online,Debit Card,2004.09,0.0,2004.09,1071.6299999999999,920.61,0.4593655973534123,2025-12
O002569,C01854,P0059,2024-05-06,2,534.37,0.05,12.3,Central,Partner,Bank Transfer,1068.74,53.437000000000005,1015.303,549.2,453.80299999999994,0.4469631233237762,2024-05
O002570,C00320,P0001,2024-05-22,6,171.14,0.15,8.75,South,Online,Debit Card,1026.84,154.02599999999998,872.814,666.84,197.22399999999993,0.22596337822262239,2024-05
O002571,C00132,P0018,2024-05-11,1,159.0,0.15,16.31,South,Partner,PayPal,159.0,23.849999999999998,135.15,89.15,29.69,0.2196818349981502,2024-05
O002572,C02230,P0006,2024-03-15,4,877.9,0.0,14.96,South,Retail Store,Bank Transfer,3511.6,0.0,3511.6,2076.24,1420.4,0.40448798268595515,2024-03
O002573,C01725,P0063,2025-01-01,2,117.97,0.0,16.32,West,Online,Bank Transfer,235.94,0.0,235.94,169.06,50.559999999999995,0.2142917690938374,2025-01
O002574,C01342,P0020,2025-10-12,1,797.9,0.2,9.11,East,Online,PayPal,797.9,159.58,638.3199999999999,611.78,17.429999999999964,0.027306053390149087,2025-10
O002575,C00673,P0028,2024-09-08,3,406.01,0.0,21.66,North,Online,PayPal,1218.03,0.0,1218.03,787.5899999999999,408.78000000000003,0.335607497352282,2024-09
O002576,C01477,P0056,2024-11-10,1,239.61,0.2,4.98,Central,Online,Credit Card,239.61,47.922000000000004,191.68800000000002,186.5,0.20800000000001617,0.0010850966153333342,2024-11
O002577,C01572,P0032,2025-05-16,3,175.67,0.05,19.04,North,Online,PayPal,527.01,26.3505,500.6595,307.38,174.2395,0.34801996167055654,2025-05
O002578,C01563,P0079,2025-10-10,1,95.49,0.1,13.43,West,Retail Store,Debit Card,95.49,9.549,85.941,61.6,10.911000000000001,0.12695919293468777,2025-10
O002579,C01797,P0049,2024-09-26,3,63.33,0.0,7.37,West,Retail Store,Credit Card,189.99,0.0,189.99,136.8,45.82,0.2411705879256803,2024-09
O002580,C02243,P0042,2024-01-03,5,68.63,0.15,3.93,East,Retail Store,PayPal,343.15,51.4725,291.6775,201.45,86.29750000000001,0.29586615354286844,2024-01
O002581,C00854,P0035,2024-10-22,4,137.3,0.0,13.33,Central,Partner,Bank Transfer,549.2,0.0,549.2,396.68,139.19000000000003,0.2534413692643846,2024-10
O002582,C00740,P0069,2025-07-02,1,30.77,0.0,24.03,South,Online,Debit Card,30.77,0.0,30.77,18.55,-11.810000000000002,-0.3838154046148847,2025-07
O002583,C00271,P0033,2025-01-04,1,454.27,0.15,10.91,Central,Retail Store,Credit Card,454.27,68.14049999999999,386.1295,306.51,68.70950000000002,0.17794418711857038,2025-01
O002584,C01976,P0038,2025-08-17,3,323.52,0.0,8.37,Central,Online,Credit Card,970.56,0.0,970.56,502.29,459.8999999999999,0.4738501483679525,2025-08
O002585,C02410,P0059,2025-06-22,2,534.37,0.1,3.93,East,Retail Store,Debit Card,1068.74,106.87400000000001,961.866,549.2,408.73599999999993,0.42494068820397013,2025-06
O002586,C00034,P0038,2024-01-15,2,323.52,0.0,17.14,Central,Online,Bank Transfer,647.04,0.0,647.04,334.86,295.03999999999996,0.45598417408506425,2024-01
O002587,C01741,P0013,2025-06-10,1,310.93,0.15,13.8,Central,Online,PayPal,310.93,46.6395,264.2905,237.58,12.910499999999995,0.04884965596568925,2025-06
O002588,C00245,P0013,2025-12-14,2,310.93,0.0,15.6,North,Online,Debit Card,621.86,0.0,621.86,475.16,131.1,0.21081915543691504,2025-12
O002589,C01330,P0012,2024-03-07,1,436.24,0.05,6.34,East,Online,Bank Transfer,436.24,21.812,414.428,262.26,145.828,0.3518777688766203,2024-03
O002590,C00426,P0002,2025-05-12,3,1224.79,0.0,3.52,East,Online,Credit Card,3674.37,0.0,3674.37,1960.71,1710.1399999999999,0.4654240046593021,2025-05
O002591,C01661,P0081,2025-06-21,1,51.36,0.0,21.38,West,Online,Bank Transfer,51.36,0.0,51.36,37.84,-7.860000000000003,-0.15303738317757015,2025-06
O002592,C01666,P0083,2025-07-15,2,64.02,0.0,20.99,Central,Online,Bank Transfer,128.04,0.0,128.04,71.06,35.989999999999995,0.2810840362386754,2025-07
O002593,C00811,P0032,2024-03-14,1,175.67,0.0,2.78,Central,Online,Debit Card,175.67,0.0,175.67,102.46,70.42999999999999,0.4009221836397791,2024-03
O002594,C00137,P0007,2024-07-08,1,787.65,0.0,22.17,East,Partner,Bank Transfer,787.65,0.0,787.65,605.75,159.72999999999996,0.2027931187710277,2024-07
O002595,C01373,P0003,2025-11-22,1,377.97,0.2,19.17,Central,Online,PayPal,377.97,75.59400000000001,302.37600000000003,278.37,4.836000000000027,0.015993332804190897,2025-11
O002596,C00393,P0038,2024-06-06,1,323.52,0.05,9.59,South,Online,Credit Card,323.52,16.176,307.344,167.43,130.32399999999998,0.42403300536206984,2024-06
O002597,C01049,P0041,2025-08-25,2,93.16,0.0,12.05,Central,Online,Bank Transfer,186.32,0.0,186.32,103.26,71.00999999999999,0.38111850579647916,2025-08
O002598,C01024,P0027,2025-06-15,1,319.74,0.0,3.34,Central,Partner,PayPal,319.74,0.0,319.74,170.73,145.67000000000002,0.45558891599424534,2025-06
O002599,C01309,P0030,2025-08-24,1,490.45,0.15,11.0,South,Online,PayPal,490.45,73.5675,416.8825,279.56,126.32249999999999,0.3030170371747435,2025-08
O002600,C00113,P0013,2025-11-10,3,310.93,0.2,5.06,Central,Online,Credit Card,932.79,186.558,746.232,712.74,28.431999999999963,0.03810075150891407,2025-11
O002601,C00851,P0033,2025-07-01,1,454.27,0.0,7.63,North,Online,Debit Card,454.27,0.0,454.27,306.51,140.13,0.3084729345983666,2025-07
O002602,C00714,P0047,2024-07-04,2,601.35,0.0,7.97,East,Retail Store,Debit Card,1202.7,0.0,1202.7,865.2,329.53,0.27399185166708234,2024-07
O002603,C02449,P0033,2024-12-09,3,454.27,0.05,5.34,North,Retail Store,PayPal,1362.81,68.1405,1294.6695,919.53,369.7995,0.2856323563658525,2024-12
O002604,C01247,P0024,2025-05-27,1,774.35,0.2,12.13,North,Retail Store,Bank Transfer,774.35,154.87,619.48,533.89,73.46000000000004,0.11858332795247632,2025-05
O002605,C00021,P0023,2024-09-27,2,485.17,0.05,6.41,West,Online,PayPal,970.34,48.517,921.823,739.3,176.11300000000003,0.1910486069451511,2024-09
O002606,C00224,P0075,2024-12-31,1,44.45,0.2,16.56,South,Online,Bank Transfer,44.45,8.89,35.56,28.94,-9.939999999999998,-0.279527559055118,2024-12
O002607,C00994,P0036,2025-11-08,2,250.91,0.15,16.49,West,Retail Store,Debit Card,501.82,75.273,426.547,292.6,117.45700000000001,0.27536707560948737,2025-11
O002608,C00951,P0046,2025-02-18,3,527.57,0.0,24.94,West,Online,Debit Card,1582.71,0.0,1582.71,982.47,575.3,0.3634904688793272,2025-02
O002609,C01656,P0048,2024-12-06,2,134.14,0.0,24.11,Central,Online,Bank Transfer,268.28,0.0,268.28,148.88,95.28999999999998,0.3551886089160578,2024-12
O002610,C01515,P0032,2025-10-16,2,175.67,0.1,9.25,North,Partner,Bank Transfer,351.34,35.134,316.20599999999996,204.92,102.03599999999997,0.32268837403464823,2025-10
O002611,C01092,P0061,2025-01-13,1,549.96,0.05,6.08,West,Retail Store,PayPal,549.96,27.498000000000005,522.462,305.02,211.362,0.4045499959805689,2025-01
O002612,C01809,P0035,2025-02-07,2,137.3,0.0,7.19,North,Retail Store,PayPal,274.6,0.0,274.6,198.34,69.07000000000002,0.25152949745083764,2025-02
O002613,C02378,P0053,2024-05-10,3,316.62,0.2,19.33,West,Online,PayPal,949.86,189.972,759.888,683.76,56.798000000000044,0.07474522561219554,2024-05
O002614,C00632,P0038,2024-07-26,4,323.52,0.15,13.61,Central,Retail Store,Bank Transfer,1294.08,194.112,1099.9679999999998,669.72,416.6379999999998,0.37877283702798614,2024-07
O002615,C02427,P0020,2024-10-31,1,797.9,0.05,21.93,North,Online,Bank Transfer,797.9,39.895,758.005,611.78,124.29500000000002,0.1639764909202446,2024-10
O002616,C01714,P0026,2025-10-02,2,141.49,0.0,23.65,East,Online,Debit Card,282.98,0.0,282.98,151.44,107.89000000000001,0.3812636935472472,2025-10
O002617,C01174,P0053,2025-07-15,1,316.62,0.15,11.79,South,Online,Credit Card,316.62,47.493,269.127,227.92,29.417000000000023,0.10930527223206896,2025-07
O002618,C00415,P0051,2025-07-05,1,320.03,0.1,16.36,West,Online,Debit Card,320.03,32.003,288.027,184.4,87.26699999999998,0.30298201210303194,2025-07
O002619,C02238,P0085,2024-03-20,1,128.94,0.0,4.78,North,Partner,Credit Card,128.94,0.0,128.94,84.92,39.239999999999995,0.3043275942298743,2024-03
O002620,C02111,P0084,2024-07-20,2,185.31,0.0,13.68,North,Online,Credit Card,370.62,0.0,370.62,258.34,98.60000000000002,0.2660406885758999,2024-07
O002621,C00853,P0061,2024-05-13,1,549.96,0.05,23.72,South,Retail Store,Credit Card,549.96,27.498000000000005,522.462,305.02,193.722,0.3707867749233437,2024-05
O002622,C01122,P0069,2025-09-20,2,30.77,0.05,15.01,Central,Partner,Credit Card,61.54,3.077,58.463,37.1,6.353,0.1086670201666011,2025-09
O002623,C00574,P0050,2024-10-08,2,668.03,0.0,24.53,West,Online,Credit Card,1336.06,0.0,1336.06,714.42,597.11,0.4469185515620556,2024-10
O002624,C01632,P0026,2025-08-29,3,141.49,0.2,6.64,South,Retail Store,Bank Transfer,424.47,84.894,339.576,227.16,105.77600000000002,0.3114943341107735,2025-08
O002625,C01139,P0019,2025-08-15,6,530.25,0.15,10.25,East,Online,PayPal,3181.5,477.22499999999997,2704.275,1720.6799999999998,973.3450000000003,0.3599282617337365,2025-08
O002626,C01661,P0027,2024-07-14,2,319.74,0.05,2.76,West,Online,PayPal,639.48,31.974000000000004,607.506,341.46,263.286,0.4333883122142004,2024-07
O002627,C01620,P0074,2024-09-25,2,18.14,0.15,6.58,West,Online,Credit Card,36.28,5.442,30.838,27.7,-3.4419999999999984,-0.1116155392697321,2024-09
O002628,C01695,P0050,2024-10-26,2,668.03,0.0,24.77,South,Retail Store,Bank Transfer,1336.06,0.0,1336.06,714.42,596.87,0.4467389189108274,2024-10
O002629,C00105,P0053,2025-11-29,4,316.62,0.0,16.0,Central,Online,Debit Card,1266.48,0.0,1266.48,911.68,338.80000000000007,0.2675131071947445,2025-11
O002630,C00135,P0014,2025-02-02,1,1303.2,0.0,5.06,Central,Retail Store,Credit Card,1303.2,0.0,1303.2,845.71,452.43,0.3471685082872928,2025-02
O002631,C01012,P0073,2025-09-08,1,162.4,0.1,6.88,Central,Online,Credit Card,162.4,16.240000000000002,146.16,118.0,21.279999999999998,0.14559386973180075,2025-09
O002632,C00949,P0035,2024-10-05,1,137.3,0.15,17.28,Central,Online,Bank Transfer,137.3,20.595000000000002,116.70500000000001,99.17,0.25500000000000966,0.0021849963583394855,2024-10
O002633,C00841,P0088,2024-10-07,2,89.32,0.0,4.49,North,Online,PayPal,178.64,0.0,178.64,116.02,58.12999999999999,0.3254030452306314,2024-10
O002634,C00255,P0010,2025-03-20,2,366.28,0.0,22.95,North,Online,PayPal,732.56,0.0,732.56,429.24,280.36999999999995,0.38272632958392483,2025-03
O002635,C00374,P0014,2025-02-14,1,1303.2,0.0,19.86,West,Online,Credit Card,1303.2,0.0,1303.2,845.71,437.63,0.33581184775936157,2025-02
O002636,C00195,P0040,2025-11-02,4,255.42,0.0,5.89,South,Partner,Credit Card,1021.68,0.0,1021.68,795.68,220.11,0.21543927648578814,2025-11
O002637,C02302,P0054,2025-03-03,4,289.95,0.05,19.33,East,Partner,Credit Card,1159.8,57.99,1101.81,576.2,506.2799999999999,0.45949846162223973,2025-03
O002638,C00297,P0080,2025-09-08,1,6.16,0.0,8.3,West,Online,Debit Card,6.16,0.0,6.16,3.48,-5.620000000000001,-0.9123376623376624,2025-09
O002639,C01349,P0039,2025-07-20,1,393.4,0.0,9.68,Central,Partner,Debit Card,393.4,0.0,393.4,200.99,182.72999999999996,0.46448906964921194,2025-07
O002640,C00306,P0055,2024-03-03,2,163.36,0.1,13.43,Central,Partner,Credit Card,326.72,32.672000000000004,294.048,238.0,42.618,0.1449355207313092,2024-03
O002641,C02424,P0013,2024-07-29,4,310.93,0.05,20.21,East,Online,PayPal,1243.72,62.18600000000001,1181.534,950.32,211.00400000000005,0.17858478892693738,2024-07
O002642,C00406,P0012,2025-05-22,1,436.24,0.0,15.62,Central,Retail Store,Credit Card,436.24,0.0,436.24,262.26,158.36,0.3630111865028425,2025-05
O002643,C01268,P0003,2024-05-18,1,377.97,0.05,6.14,East,Retail Store,Credit Card,377.97,18.898500000000002,359.0715,278.37,74.56150000000001,0.20765084391270264,2024-05
O002644,C02134,P0072,2025-11-01,1,12.41,0.0,21.65,East,Online,Bank Transfer,12.41,0.0,12.41,8.4,-17.64,-1.4214343271555199,2025-11
O002645,C01226,P0041,2024-05-19,4,93.16,0.15,24.32,West,Online,Debit Card,372.64,55.895999999999994,316.74399999999997,206.52,85.90399999999997,0.2712095572449675,2024-05
O002646,C01952,P0066,2025-01-12,2,718.11,0.0,16.12,South,Partner,Debit Card,1436.22,0.0,1436.22,758.48,661.62,0.4606675857459164,2025-01
O002647,C00979,P0071,2024-03-22,1,111.79,0.15,17.3,East,Online,Credit Card,111.79,16.7685,95.0215,70.09,7.631499999999999,0.08031340275621832,2024-03
O002648,C01553,P0016,2025-08-14,6,377.26,0.0,5.18,Central,Online,Debit Card,2263.56,0.0,2263.56,1629.8999999999999,628.4800000000001,0.2776511336125396,2025-08
O002649,C01164,P0007,2024-03-18,3,787.65,0.0,9.96,West,Partner,Debit Card,2362.95,0.0,2362.95,1817.25,535.7399999999998,0.2267250682409699,2024-03
O002650,C01684,P0077,2025-11-10,2,70.81,0.15,11.65,Central,Online,Credit Card,141.62,21.243,120.37700000000001,74.7,34.02700000000001,0.28267027754471374,2025-11
O002651,C01038,P0045,2024-12-11,1,149.31,0.0,19.14,West,Online,Bank Transfer,149.31,0.0,149.31,90.13,40.040000000000006,0.2681669010782935,2024-12
O002652,C00308,P0001,2024-05-22,2,171.14,0.0,23.52,South,Online,Credit Card,342.28,0.0,342.28,222.28,96.47999999999998,0.2818744887226831,2024-05
O002653,C01911,P0075,2025-07-09,2,44.45,0.1,12.08,South,Online,PayPal,88.9,8.89,80.01,57.88,10.050000000000002,0.12560929883764532,2025-07
O002654,C02477,P0037,2025-06-02,2,147.84,0.1,3.19,North,Online,Credit Card,295.68,29.568,266.112,181.4,81.52200000000002,0.306344696969697,2025-06
O002655,C00435,P0076,2025-10-05,3,145.15,0.0,23.63,North,Online,PayPal,435.45000000000005,0.0,435.45000000000005,297.12,114.70000000000005,0.2634056722930303,2025-10
O002656,C01647,P0027,2025-01-09,1,319.74,0.1,21.66,North,Online,Debit Card,319.74,31.974000000000004,287.766,170.73,95.37600000000003,0.33143595838285284,2025-01
O002657,C00755,P0058,2025-10-15,3,524.63,0.05,5.5,North,Online,Bank Transfer,1573.8899999999999,78.6945,1495.1954999999998,813.1500000000001,676.5454999999997,0.45247962557404686,2025-10
O002658,C01482,P0052,2025-01-10,1,120.9,0.05,3.01,North,Partner,Bank Transfer,120.9,6.045000000000001,114.855,83.97,27.875000000000007,0.24269731400461456,2025-01
O002659,C00176,P0011,2024-10-28,4,620.88,0.15,21.37,North,Partner,Credit Card,2483.52,372.52799999999996,2110.992,1601.56,488.06200000000024,0.2312003077226253,2024-10
O002660,C00021,P0049,2025-06-05,2,63.33,0.05,3.41,West,Partner,PayPal,126.66,6.333,120.327,91.2,25.716999999999995,0.21372593017361022,2025-06
O002661,C02097,P0057,2024-04-15,4,363.62,0.0,11.71,East,Partner,Bank Transfer,1454.48,0.0,1454.48,995.48,447.29,0.30752571365711456,2024-04
O002662,C02456,P0008,2025-11-19,1,967.68,0.2,5.55,North,Retail Store,Bank Transfer,967.68,193.536,774.144,655.18,113.41400000000006,0.1465024594907408,2025-11
O002663,C00577,P0001,2025-04-28,1,171.14,0.0,5.24,North,Online,Credit Card,171.14,0.0,171.14,111.14,54.759999999999984,0.3199719527871917,2025-04
O002664,C00661,P0018,2024-08-22,1,159.0,0.0,8.89,South,Online,Debit Card,159.0,0.0,159.0,89.15,60.959999999999994,0.3833962264150943,2024-08
O002665,C02196,P0036,2025-04-27,1,250.91,0.0,25.0,East,Online,PayPal,250.91,0.0,250.91,146.3,79.60999999999999,0.3172850823004264,2025-04
O002666,C02421,P0077,2024-10-31,1,70.81,0.0,12.68,North,Online,PayPal,70.81,0.0,70.81,37.35,20.78,0.29346137551193335,2024-10
O002667,C00475,P0030,2025-01-16,4,490.45,0.0,10.31,East,Retail Store,Debit Card,1961.8,0.0,1961.8,1118.24,833.25,0.4247374859822612,2025-01
O002668,C00122,P0041,2024-07-17,1,93.16,0.2,6.21,Central,Partner,Debit Card,93.16,18.632,74.52799999999999,51.63,16.687999999999988,0.22391584370974654,2024-07
O002669,C02174,P0076,2024-05-14,4,145.15,0.0,9.01,Central,Retail Store,Bank Transfer,580.6,0.0,580.6,396.16,175.43,0.3021529452290734,2024-05
O002670,C01473,P0063,2025-07-23,6,117.97,0.1,3.16,Central,Retail Store,Debit Card,707.8199999999999,70.782,637.0379999999999,507.18,126.6979999999999,0.198886094707066,2025-07
O002671,C02214,P0003,2024-03-15,1,377.97,0.0,22.98,Central,Online,PayPal,377.97,0.0,377.97,278.37,76.62000000000002,0.20271450115088502,2024-03
O002672,C01350,P0032,2024-11-04,1,175.67,0.0,20.2,North,Partner,Debit Card,175.67,0.0,175.67,102.46,53.00999999999999,0.3017589799055046,2024-11
O002673,C02092,P0013,2025-11-02,1,310.93,0.05,8.98,Central,Online,Bank Transfer,310.93,15.546500000000002,295.3835,237.58,48.82350000000001,0.16528851476131878,2025-11
O002674,C00528,P0071,2024-02-07,1,111.79,0.15,3.01,South,Online,Debit Card,111.79,16.7685,95.0215,70.09,21.9215,0.2307004204311656,2024-02
